assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
67729862,64315600,Juncus dudleyi,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,dudleyi,,,,Wiegand,Least Concern,,3.1,Unknown,Global
67729912,64315811,Juncus triglumis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,triglumis,,,,L.,Least Concern,,3.1,Unknown,Global
67729927,64316801,Kalmia polifolia,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,ERICACEAE,Kalmia,polifolia,,,,Wangenh.,Least Concern,,3.1,Unknown,Global
67729932,64316823,Koenigia islandica,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Koenigia,islandica,,,,L.,Least Concern,,3.1,Unknown,Global
67730067,64317602,Lysimachia maritima,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,PRIMULACEAE,Lysimachia,maritima,,,,"(L.) Galasso, Banfi &amp; Soldano",Least Concern,,3.1,Unknown,Global
67730082,64317970,Mentha arvensis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Mentha,arvensis,,,,L.,Least Concern,,3.1,Unknown,Global
67730167,64318305,Myrica gale,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,MYRICACEAE,Myrica,gale,,,,L.,Least Concern,,3.1,Unknown,Global
67730257,64319082,Onoclea sensibilis,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,ONOCLEACEAE,Onoclea,sensibilis,,,,L.,Least Concern,,3.1,Unknown,Global
67730407,64320667,Plantago maritima,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Plantago,maritima,,,,L.,Least Concern,,3.1,Unknown,Global
67730442,64321343,Poa palustris,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Poa,palustris,,,,L.,Least Concern,,3.1,Unknown,Global
67730547,64321666,Argentina anserina,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Argentina,anserina,,,,(L.) Rydb.,Least Concern,,3.1,Unknown,Global
67730677,64323224,Rhynchospora fusca,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Rhynchospora,fusca,,,,(L.) W.T.Aiton,Least Concern,,3.1,Unknown,Global
67730712,64323866,Rubus arcticus,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Rubus,arcticus,,,,L.,Least Concern,,3.1,Unknown,Global
67730717,64323876,Rubus chamaemorus,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Rubus,chamaemorus,,,,L.,Least Concern,,3.1,Unknown,Global
67731062,64325161,Spartina pectinata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Spartina,pectinata,,,,Link,Least Concern,,3.1,Unknown,Global
67731192,64326218,Vaccinium macrocarpon,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,ERICACEAE,Vaccinium,macrocarpon,,,,Ait.,Least Concern,,3.1,Unknown,Global
67731197,64326221,Vaccinium oxycoccos,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,ERICACEAE,Vaccinium,oxycoccos,,,,L.,Least Concern,,3.1,Unknown,Global
67731202,64326239,Valeriana dioica,PLANTAE,TRACHEOPHYTA,DIPSACALES,MAGNOLIOPSIDA,CAPRIFOLIACEAE,Valeriana,dioica,,,,L.,Least Concern,,3.1,Unknown,Global
67731242,64326289,Viola palustris,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,VIOLACEAE,Viola,palustris,,,,L.,Least Concern,,3.1,Unknown,Global
67740523,202948,Castanea sativa,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,FAGACEAE,Castanea,sativa,,,,Mill.,Least Concern,,3.1,Stable,Global
67770327,164082,Adiantum capillus-veneris,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,PTERIDACEAE,Adiantum,capillus-veneris,,,,L.,Least Concern,,3.1,Stable,Global
67791533,164227,Potamogeton nodosus,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Potamogeton,nodosus,,,,Poir.,Least Concern,,3.1,Unknown,Global
67807718,203367,Fraxinus excelsior,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,OLEACEAE,Fraxinus,excelsior,,,,L.,Near Threatened,A3e,3.1,Decreasing,Global
68067360,202963,Ilex aquifolium,PLANTAE,TRACHEOPHYTA,AQUIFOLIALES,MAGNOLIOPSIDA,AQUIFOLIACEAE,Ilex,aquifolium,,,,L.,Least Concern,,3.1,Stable,Global
68067753,202944,Buxus sempervirens,PLANTAE,TRACHEOPHYTA,BUXALES,MAGNOLIOPSIDA,BUXACEAE,Buxus,sempervirens,,,,L.,Least Concern,,3.1,Stable,Global
68079373,203360,Tilia cordata,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Tilia,cordata,,,,Mill.,Least Concern,,3.1,Decreasing,Global
68082189,164056,Frangula alnus,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,RHAMNACEAE,Frangula,alnus,,,,Mill.,Least Concern,,3.1,Increasing,Global
68082745,203425,Crataegus laevigata,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Crataegus,laevigata,,,,(Poir.) DC.,Least Concern,,3.1,Stable,Global & Europe
68083007,203426,Crataegus monogyna,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Crataegus,monogyna,,,,Jacq.,Least Concern,,3.1,Unknown,Global
68106816,63530,Populus nigra,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Populus,nigra,,,,L.,Data Deficient,,3.1,Unknown,Global
68106850,203464,Populus alba,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Populus,alba,,,,L.,Least Concern,,3.1,Decreasing,Global
68107793,203471,Salix purpurea,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Salix,purpurea,,,,L.,Least Concern,,3.1,Stable,Global
68274646,164329,Juncus acutus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,acutus,,,,L.,Least Concern,,3.1,Unknown,Global
68608464,63119,Amblyraja hyperborea,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Amblyraja,hyperborea,,,,(Collett 1879),Least Concern,,3.1,Unknown,Global
68614964,41871,Centrophorus squamosus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,squamosus,,,,"(Bonnaterre, 1788)",Endangered,A2bd,3.1,Decreasing,Global
68615502,46864,Centroselachus crepidater,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Centroselachus,crepidater,,,,(Barbosa du Bocage &amp; de Brito Capello 1864),Near Threatened,A2bd,3.1,Decreasing,Global
68617785,41794,Chlamydoselachus anguineus,ANIMALIA,CHORDATA,HEXANCHIFORMES,CHONDRICHTHYES,CHLAMYDOSELACHIDAE,Chlamydoselachus,anguineus,,,,"Garman, 1884",Least Concern,,3.1,Unknown,Global
68619155,41798,Deania calcea,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Deania,calcea,,,,"(Lowe, 1839)",Near Threatened,A2bd,3.1,Decreasing,Global
68783461,18903491,Dipturus intermedius,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dipturus,intermedius,,,,"(Parnell, 1837)",Critically Endangered,A2bcd,3.1,Decreasing,Global
69490644,155915,Musculium lacustre,ANIMALIA,MOLLUSCA,VENERIDA,BIVALVIA,SPHAERIIDAE,Musculium,lacustre,,,,"(O.F. Müller, 1774)",Least Concern,,3.1,Unknown,Global
69491782,155937,Musculium transversum,ANIMALIA,MOLLUSCA,VENERIDA,BIVALVIA,SPHAERIIDAE,Musculium,transversum,,,,"(Say, 1829)",Least Concern,,3.1,Unknown,Global
69584848,167841,Carex aquatilis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,aquatilis,,,,Wahlenb.,Least Concern,,3.1,Stable,Global
69585026,167828,Callitriche hermaphroditica,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Callitriche,hermaphroditica,,,,L.,Least Concern,,3.1,Decreasing,Global
69585303,164452,Callitriche palustris,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Callitriche,palustris,,,,L.,Least Concern,,3.1,Stable,Global
69585870,175279,Carex chordorrhiza,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,chordorrhiza,,,,L.f.,Least Concern,,3.1,Stable,Global
69586141,163994,Carex echinata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,echinata,,,,Murray,Least Concern,,3.1,Stable,Global
69905303,169955,Homarus gammarus,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,NEPHROPIDAE,Homarus,gammarus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
70385867,70385861,Buellia asterella,FUNGI,ASCOMYCOTA,CALICIALES,LECANOROMYCETES,CALICIACEAE,Buellia,asterella,,,,Poelt &amp; Sulzer,Critically Endangered,A4c,3.1,Decreasing,Global
70401637,70401627,Hericium erinaceus,FUNGI,BASIDIOMYCOTA,RUSSULALES,AGARICOMYCETES,HERICIACEAE,Hericium,erinaceus,,,,(Bull.) Pers.,Least Concern,,3.1,Decreasing,Global
70401908,70401892,Pseudotricholoma metapodium,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,TRICHOLOMATACEAE,Pseudotricholoma,metapodium,,,,(Fr.) Sánchez-García &amp; Matheny,Endangered,A2c+3c+4c,3.1,Decreasing,Global
70402387,70402359,Rhodotus palmatus,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,PHYSALACRIACEAE,Rhodotus,palmatus,,,,(Bull.) Maire,Near Threatened,A3c+4c,3.1,Decreasing,Global
70402575,70402563,Clavaria zollingeri,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,CLAVARIACEAE,Clavaria,zollingeri,,,,Lév.,Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
70406717,70406652,Hygrocybe citrinovirens,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,HYGROPHORACEAE,Hygrocybe,citrinovirens,,,,(J.E.Lange) Jul.Schäff.,Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
70417373,70417370,Entoloma excentricum,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,ENTOLOMATACEAE,Entoloma,excentricum,,,,Bres.,Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
70560214,70560176,Nothophantes horridus,ANIMALIA,ARTHROPODA,ARANEAE,ARACHNIDA,LINYPHIIDAE,Nothophantes,horridus,,,,"Merrett &amp; Stevens, 1995",Critically Endangered,A3c,3.1,Decreasing,Global & Europe
70708776,42700,Apristurus melanoasper,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,PENTANCHIDAE,Apristurus,melanoasper,,,,"Iglésias, Nakaya &amp; Stehmann, 2004",Least Concern,,3.1,Unknown,Global
70984770,158694,Aeshna affinis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Aeshna,affinis,,,,"Vander Linden, 1820",Least Concern,,3.1,Increasing,Global
71034153,71034149,Selenochlamys ysbryda,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,TRIGONOCHLAMYDIDAE,Selenochlamys,ysbryda,,,,"Rowson &amp; Symondson, 2008",Data Deficient,,3.1,Stable,Global & Europe
71595999,71595761,Hygrocybe ingrata,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,HYGROPHORACEAE,Hygrocybe,ingrata,,,,J.P.Jensen &amp; F.H.Møller,Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
72305432,158692,Aeshna isoceles,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Aeshna,isoceles,,,,"(Müller, 1767)",Least Concern,,3.1,Unknown,Global
72310087,59811,Anax ephippiger,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Anax,ephippiger,,,,"(Burmeister, 1839)",Least Concern,,3.1,Unknown,Global
72311295,59812,Anax imperator,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Anax,imperator,,,,"Leach, 1815",Least Concern,,3.1,Stable,Global
72312377,165488,Anax parthenope,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Anax,parthenope,,,,"(Selys, 1839)",Least Concern,,3.1,Stable,Global
74526293,44709622,Leptophyes punctatissima,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Leptophyes,punctatissima,,,,"(Bosc, 1792)",Least Concern,,3.1,Increasing,Global & Europe
74531235,68469441,Tetrix undulata,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETRIGIDAE,Tetrix,undulata,,,,"(Sowerby, 1806)",Least Concern,,3.1,Unknown,Global & Europe
74540416,68427413,Meconema meridionale,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Meconema,meridionale,,,,"Costa, 1860",Least Concern,,3.1,Unknown,Global & Europe
74540428,68427417,Meconema thalassinum,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Meconema,thalassinum,,,,"(De Geer, 1773)",Least Concern,,3.1,Decreasing,Global & Europe
75098379,75097245,Armillaria ectypa,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,PHYSALACRIACEAE,Armillaria,ectypa,,,,(Fr.) Lamoure,Near Threatened,,3.1,Decreasing,Global
75117112,75117065,Lepiota brunneolilacea,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,AGARICACEAE,Lepiota,brunneolilacea,,,,Bon &amp; Boiffard,Vulnerable,D1,3.1,Decreasing,Global
75118555,75118539,Phylloporus pelletieri,FUNGI,BASIDIOMYCOTA,BOLETALES,AGARICOMYCETES,BOLETACEAE,Phylloporus,pelletieri,,,,(Lév.) Quél.,Least Concern,,3.1,Unknown,Global
75123502,75123278,Rubinoboletus rubinus,FUNGI,BASIDIOMYCOTA,BOLETALES,AGARICOMYCETES,BOLETACEAE,Rubinoboletus,rubinus,,,,(W.G. Sm.) Pilát &amp; Dermek,Vulnerable,C2a(i),3.1,Decreasing,Global
75124572,75124333,Sarcodon joeides,FUNGI,BASIDIOMYCOTA,THELEPHORALES,AGARICOMYCETES,BANKERACEAE,Sarcodon,joeides,,,,(Pass.) Bataille,Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
75776123,75776095,Arion occultus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ARIONIDAE,Arion,occultus,,,,"Anderson, 2004",Data Deficient,,3.1,Stable,Global & Europe
76170972,76170958,Hydnellum gracilipes,FUNGI,BASIDIOMYCOTA,THELEPHORALES,AGARICOMYCETES,BANKERACEAE,Hydnellum,gracilipes,,,,(P. Karst.) P. Karst.,Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
76214491,76214469,Hygrocybe spadicea,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,HYGROPHORACEAE,Hygrocybe,spadicea,,,,(Scop.) P. Karst.,Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
76266227,76265852,Tricholoma acerbum,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,TRICHOLOMATACEAE,Tricholoma,acerbum,,,,(Bull.) Quél.,Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
77954662,77970289,Bombina variegata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BOMBINATORIDAE,Bombina,variegata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global & Europe
78457042,164212,Epilobium angustifolium,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,ONAGRACEAE,Epilobium,angustifolium,,,,L.,Least Concern,,3.1,Unknown,Global
78457047,167860,Eriocaulon aquaticum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,aquaticum,,,,Druce,Least Concern,,3.1,Unknown,Global
78457052,176004,Hammarbya paludosa,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Hammarbya,paludosa,,,,(L.) Kuntze,Least Concern,,3.1,Decreasing,Global
78457062,167877,Isoetes echinospora,PLANTAE,TRACHEOPHYTA,ISOETALES,LYCOPODIOPSIDA,ISOETACEAE,Isoetes,echinospora,,,,Durieu,Least Concern,,3.1,Unknown,Global
78457067,167878,Isoetes lacustris,PLANTAE,TRACHEOPHYTA,ISOETALES,LYCOPODIOPSIDA,ISOETACEAE,Isoetes,lacustris,,,,L.,Least Concern,,3.1,Unknown,Global
78457072,164451,Littorella uniflora,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,PLANTAGINACEAE,Littorella,uniflora,,,,(L.) Asch.,Least Concern,,3.1,Unknown,Global
78457082,167831,Lobelia dortmanna,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Lobelia,dortmanna,,,,L.,Least Concern,,3.1,Unknown,Global
78457097,164338,Myriophyllum alterniflorum,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,HALORAGACEAE,Myriophyllum,alterniflorum,,,,DC.,Least Concern,,3.1,Unknown,Global
78457107,162310,Najas flexilis,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,HYDROCHARITACEAE,Najas,flexilis,,,,(Willd.) Rostk. &amp; W.L.E. Schmidt,Least Concern,,3.1,Unknown,Global
78457112,175931,Neottia cordata,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Neottia,cordata,,,,(L.) Rich.,Least Concern,,3.1,Unknown,Global
78457132,176440,Poa pratensis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Poa,pratensis,,,,L.,Least Concern,,3.1,Unknown,Global
78457137,167901,Potamogeton epihydrus,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Potamogeton,epihydrus,,,,Raf.,Least Concern,,3.1,Unknown,Global
78457142,164496,Potamogeton polygonifolius,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Potamogeton,polygonifolius,,,,Pourr.,Least Concern,,3.1,Unknown,Global
78457152,203256,Prunella vulgaris,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Prunella,vulgaris,,,,L.,Least Concern,,3.1,Unknown,Global
78457157,164528,Ranunculus hederaceus,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Ranunculus,hederaceus,,,,L.,Least Concern,,3.1,Unknown,Global
78457167,203458,Sanguisorba officinalis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sanguisorba,officinalis,,,,L.,Least Concern,,3.1,Unknown,Global
78457177,201616,Scheuchzeria palustris,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,SCHEUCHZERIACEAE,Scheuchzeria,palustris,,,,L.,Least Concern,,3.1,Unknown,Global
78457192,175925,Spiranthes romanzoffiana,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Spiranthes,romanzoffiana,,,,Cham.,Least Concern,,3.1,Unknown,Global
78457202,167839,Subularia aquatica,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,BRASSICACEAE,Subularia,aquatica,,,,L.,Least Concern,,3.1,Unknown,Global
78457207,164116,Triglochin maritima,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,JUNCAGINACEAE,Triglochin,maritima,,,,L.,Least Concern,,3.1,Unknown,Global
78457212,167815,Urtica dioica,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,URTICACEAE,Urtica,dioica,,,,L.,Least Concern,,3.1,Unknown,Global
78457217,18748884,Vaccinium vitis-idaea,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,ERICACEAE,Vaccinium,vitis-idaea,,,,L.,Least Concern,,3.1,Unknown,Global
79077642,79078647,Lissotriton vulgaris,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Lissotriton,vulgaris,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global & Europe
79515482,79515478,Tricholoma apium,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,TRICHOLOMATACEAE,Tricholoma,apium,,,,Jul. Schäff.,Vulnerable,A2d+3d+4d,3.1,Decreasing,Global
79740280,79740183,Sorbus admonitor,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,admonitor,,,,M.Proctor,Endangered,D,3.1,Stable,Global & Europe
79748414,79748410,Sorbus cambrensis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,cambrensis,,,,M.Proctor,Endangered,D,3.1,Unknown,Global & Europe
79748436,79748432,Sorbus cheddarensis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,cheddarensis,,,,L.Houston &amp; Ashley Robertson,Critically Endangered,D,3.1,Unknown,Global & Europe
79748470,79748466,Sorbus cuneifolia,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,cuneifolia,,,,T.C.G.Rich,Endangered,D,3.1,Unknown,Global & Europe
79748508,79748504,Sorbus devoniensis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,devoniensis,,,,E.F.Warb.,Vulnerable,D1,3.1,Unknown,Global & Europe
79748569,79748524,Sorbus eminentiformis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,eminentiformis,,,,T.C.G.Rich,Endangered,D,3.1,Unknown,Global & Europe
79748579,79748575,Sorbus eminentoides,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,eminentoides,,,,L.Houston,Critically Endangered,D,3.1,Decreasing,Global & Europe
79748645,79748641,Sorbus hibernica,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,hibernica,,,,E.F.Warb.,Vulnerable,D1,3.1,Stable,Global & Europe
79748665,79748661,Sorbus hybrida,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,hybrida,,,,L.,Least Concern,,3.1,Unknown,Global & Europe
79749250,79749246,Sorbus leighensis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,leighensis,,,,T.C.G.Rich,Endangered,D,3.1,Increasing,Global & Europe
79749270,79749266,Sorbus margaretae,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,margaretae,,,,M.Proctor,Endangered,B1ab(iii); D,3.1,Stable,Global & Europe
79749281,79749277,Sorbus minima,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,minima,,,,(Ley) Hedl.,Vulnerable,D1,3.1,Increasing,Global & Europe
79749291,79749287,Sorbus mougeotii,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,mougeotii,,,,Soy.-Will. &amp; Godr.,Least Concern,,3.1,Unknown,Global & Europe
79749331,79749327,Sorbus parviloba,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,parviloba,,,,T.C.G.Rich,Critically Endangered,D,3.1,Unknown,Global & Europe
79749351,79749347,Sorbus porrigentiformis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,porrigentiformis,,,,E.F.Warb.,Vulnerable,D1,3.1,Decreasing,Global & Europe
79749371,79749367,Sorbus pseudomeinichii,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,pseudomeinichii,,,,Ashley Robertson,Critically Endangered,"B1ab(iii,iv,v)+2ab(iii,iv,v); D",3.1,Decreasing,Global & Europe
79749432,79749428,Sorbus rupicola,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,rupicola,,,,(Syme) Hedl.,Least Concern,,3.1,Unknown,Global & Europe
79749442,79749438,Sorbus rupicoloides,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,rupicoloides,,,,L.Houston &amp; T.G.C.Rich,Critically Endangered,"B1ab(iii,v)+2ab(iii,v); C2a(i,ii); D",3.1,Decreasing,Global & Europe
79749897,79749856,Sorbus stenophylla,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,stenophylla,,,,M.Proctor,Endangered,D,3.1,Stable,Global & Europe
79749971,79749967,Sorbus stirtoniana,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,stirtoniana,,,,T.C.G.Rich,Critically Endangered,D,3.1,Stable,Global & Europe
79750104,79750042,Sorbus whiteana,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Sorbus,whiteana,,,,T.C.G.Rich &amp; L.Houston,Critically Endangered,D,3.1,Decreasing,Global & Europe
79919650,79919483,Laburnum anagyroides,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Laburnum,anagyroides,,,,Medik.,Least Concern,,3.1,Unknown,Global & Europe
80249285,18258202,Nerophis lumbriciformis,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Nerophis,lumbriciformis,,,,"(Jenyns, 1835)",Least Concern,,3.1,Unknown,Global & Europe
80255416,198764,Nerophis ophidion,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Nerophis,ophidion,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global & Europe
